BLJAPNOD_01899	smc01586
BLJAPNOD_03324	smc01916
BLJAPNOD_00451	smc02901
BLJAPNOD_06824	smc02420
BLJAPNOD_01911	smc01570
BLJAPNOD_04100	smc02319
BLJAPNOD_04483	sma1239
BLJAPNOD_03938	smc00821
BLJAPNOD_04243	sma1266
BLJAPNOD_00246	smc01149
BLJAPNOD_00489	smc02850
BLJAPNOD_04377	sma1715
BLJAPNOD_02834	smc01192
BLJAPNOD_04330	smb21588
BLJAPNOD_03482	smc00561
BLJAPNOD_02484	smc04309
BLJAPNOD_06670	smb20992
BLJAPNOD_03776	smc00451
BLJAPNOD_03416	smc01755
BLJAPNOD_00144	smc02172
BLJAPNOD_02272	smc04323
BLJAPNOD_03387	smc01779
BLJAPNOD_01204	smc04024
BLJAPNOD_03843	smc00990
BLJAPNOD_00673	smc04402
BLJAPNOD_03078	smc02120
BLJAPNOD_03027	smc02068
BLJAPNOD_02704	smc00760
BLJAPNOD_00206	smc01114
BLJAPNOD_06921	smb20419
BLJAPNOD_01173	smc04056
BLJAPNOD_03860	smc00860
BLJAPNOD_06544	smb21017
BLJAPNOD_04528	smb21124
BLJAPNOD_01741	smb20899
BLJAPNOD_00891	smc02479
BLJAPNOD_03498	smc02547
BLJAPNOD_04244	sma1269
BLJAPNOD_01395	smc00711
BLJAPNOD_00681	smc04395
BLJAPNOD_06183	smb20787
BLJAPNOD_04471	smb20040
BLJAPNOD_04786	smb21177
BLJAPNOD_02044	smc01600
BLJAPNOD_02603	smc04212
BLJAPNOD_02049	smc01579
BLJAPNOD_06187	smb20773
BLJAPNOD_05714	smc03132
BLJAPNOD_01784	smb20848
BLJAPNOD_00393	smc00349
BLJAPNOD_00630	smc02792
BLJAPNOD_06630	smc01202
BLJAPNOD_02188	smc01415
BLJAPNOD_03128	smc01025
BLJAPNOD_02696	smc00466
BLJAPNOD_01305	smc03956
BLJAPNOD_00869	smc03239
BLJAPNOD_01307	smc02942
BLJAPNOD_04217	smc01198
BLJAPNOD_05761	smb21532
BLJAPNOD_02824	smc01209
BLJAPNOD_04774	smb21161
BLJAPNOD_03862	smc00862
BLJAPNOD_03105	smc01038
BLJAPNOD_03994	smc00777
BLJAPNOD_00425	smc00329
BLJAPNOD_06520	sma1809
BLJAPNOD_02733	smc00506
BLJAPNOD_00885	smc02463
BLJAPNOD_01081	smc03187
BLJAPNOD_00523	smc02834
BLJAPNOD_02720	smc00538
BLJAPNOD_04150	sma2319
BLJAPNOD_02020	smc01629
BLJAPNOD_03345	smc01903
BLJAPNOD_02270	smb20420
BLJAPNOD_00741	smc03834
BLJAPNOD_03907	smc00907
BLJAPNOD_03433	smc00609
BLJAPNOD_06200	smb20760
BLJAPNOD_04623	smb21279
BLJAPNOD_01001	smc04362
BLJAPNOD_00591	smc02754
BLJAPNOD_01924	smc01562
BLJAPNOD_03686	smc00101
BLJAPNOD_03341	smc01906
BLJAPNOD_00879	smc03230
BLJAPNOD_03299	smc01372
BLJAPNOD_03072	smc02114
BLJAPNOD_02028	smc01620
BLJAPNOD_04061	smc03031
BLJAPNOD_01573	smc00729
BLJAPNOD_00815	smc03786
BLJAPNOD_02287	smc04321
BLJAPNOD_03639	smc00455
BLJAPNOD_01370	smc00683
BLJAPNOD_03808	smc00960
BLJAPNOD_06090	smb20435
BLJAPNOD_03872	smc00928
BLJAPNOD_00539	smc04111
BLJAPNOD_06019	smb20602
BLJAPNOD_04605	smb21271
BLJAPNOD_03748	smc00087
BLJAPNOD_03578	smc02388
BLJAPNOD_04805	smb21200
BLJAPNOD_00215	smc01124
BLJAPNOD_00729	smc03867
BLJAPNOD_01674	smc01819
BLJAPNOD_01762	smb20886
BLJAPNOD_01255	smc03984
BLJAPNOD_01388	smc00704
BLJAPNOD_00154	smc01701
BLJAPNOD_04010	smc00765
BLJAPNOD_02059	smc02818
BLJAPNOD_04704	sma1179
BLJAPNOD_01799	smb20995
BLJAPNOD_00695	smc04882
BLJAPNOD_00966	smc03100
BLJAPNOD_06277	smb20818
BLJAPNOD_05991	smb20611
BLJAPNOD_00386	smc00354
BLJAPNOD_00644	smc02812
BLJAPNOD_03539	smc02653
BLJAPNOD_05337	smb20219
BLJAPNOD_00564	smc02583
BLJAPNOD_03855	smc00855
BLJAPNOD_02439	smc04163
BLJAPNOD_05128	smc00371
BLJAPNOD_02204	smc01403
BLJAPNOD_00734	smc03827
BLJAPNOD_02634	smc00149
BLJAPNOD_06038	smc02025
BLJAPNOD_02549	smc04244
BLJAPNOD_02869	smc00937
BLJAPNOD_03065	smc02107
BLJAPNOD_01881	smc02684
BLJAPNOD_06054	smb20966
BLJAPNOD_00706	smc03889
BLJAPNOD_02537	smc04253
BLJAPNOD_00971	smc03105
BLJAPNOD_03349	smc01812
BLJAPNOD_03624	smc00456
BLJAPNOD_00603	smc02767
BLJAPNOD_02300	smb20030
BLJAPNOD_03478	smc00565
BLJAPNOD_00061	smc02253
BLJAPNOD_03745	smc00088
BLJAPNOD_02718	smc00536
BLJAPNOD_01336	smc00659
BLJAPNOD_01613	smc01970
BLJAPNOD_02303	smc04317
BLJAPNOD_01311	smc00637
BLJAPNOD_03220	smc01309
BLJAPNOD_00823	smc03778
BLJAPNOD_02827	smc01207
BLJAPNOD_06646	smb21108
BLJAPNOD_00308	smc00406
BLJAPNOD_01136	smc02979
BLJAPNOD_06189	smb20771
BLJAPNOD_03307	smc01935
BLJAPNOD_04495	smb20365
BLJAPNOD_03172	smc01260
BLJAPNOD_04099	smc02320
BLJAPNOD_00632	smc02794
BLJAPNOD_05931	smc02513
BLJAPNOD_02016	smc01633
BLJAPNOD_04598	smb21263
BLJAPNOD_01630	smc01954
BLJAPNOD_06580	smb21537
BLJAPNOD_02855	smc01179
BLJAPNOD_03426	smc00616
BLJAPNOD_01744	smb20896
BLJAPNOD_05917	smb20504
BLJAPNOD_00769	smc03860
BLJAPNOD_01221	smc04008
BLJAPNOD_01095	smc03172
BLJAPNOD_00402	smc00342
BLJAPNOD_03768	smc00080
BLJAPNOD_05083	smb20621
BLJAPNOD_04069	smc03023
BLJAPNOD_00517	smc02842
BLJAPNOD_03496	smc02545
BLJAPNOD_03163	smc00998
BLJAPNOD_03115	smc01029
BLJAPNOD_00454	smc02898
BLJAPNOD_03605	smc00067
BLJAPNOD_00722	smc03874
BLJAPNOD_02480	smc04439
BLJAPNOD_03337	smc01908
BLJAPNOD_01931	smc01558
BLJAPNOD_03526	smc02636
BLJAPNOD_00362	smc00370
BLJAPNOD_03483	smc00560
BLJAPNOD_02727	smc00493
BLJAPNOD_03781	smc00072
BLJAPNOD_03368	smc01799
BLJAPNOD_03384	smc01782
BLJAPNOD_00814	smc03787
BLJAPNOD_00656	smc04085
BLJAPNOD_02813	smc01215
BLJAPNOD_00813	smc03788
BLJAPNOD_03908	smc00908
BLJAPNOD_01970	smc01662
BLJAPNOD_03292	smc01365
BLJAPNOD_03596	smc02369
BLJAPNOD_02664	smc00169
BLJAPNOD_00217	smc01126
BLJAPNOD_03099	smc01044
BLJAPNOD_06878	sma0929
BLJAPNOD_04596	smb21261
BLJAPNOD_04595	smb21260
BLJAPNOD_03455	smc00590
BLJAPNOD_04792	smb21183
BLJAPNOD_01184	smc04045
BLJAPNOD_02999	smc00296
BLJAPNOD_04454	smb20941
BLJAPNOD_00521	smc02836
BLJAPNOD_02995	smc00292
BLJAPNOD_00588	smc04446
BLJAPNOD_01586	smc01983
BLJAPNOD_03827	smc00977
BLJAPNOD_05763	smb21530
BLJAPNOD_02645	smc00158
BLJAPNOD_05784	smb20269
BLJAPNOD_03996	smc00775
BLJAPNOD_04776	smb21163
BLJAPNOD_01803	smc01532
BLJAPNOD_06036	smc02027
BLJAPNOD_02544	smc04247
BLJAPNOD_04914	sma0036
BLJAPNOD_01090	smc03177
BLJAPNOD_00726	smc03870
BLJAPNOD_06390	sma0270
BLJAPNOD_00256	smc01156
BLJAPNOD_02522	sma1211
BLJAPNOD_02045	smc01597
BLJAPNOD_06271	smb20713
BLJAPNOD_03423	smc00619
BLJAPNOD_00594	smc02757
BLJAPNOD_06578	smb21539
BLJAPNOD_02349	sma1677
BLJAPNOD_02085	smc01862
BLJAPNOD_04641	smb21284
BLJAPNOD_00652	smc04090
BLJAPNOD_04067	smc03025
BLJAPNOD_03775	smc00077
BLJAPNOD_01151	smc03938
BLJAPNOD_03417	smc01754
BLJAPNOD_00532	smc02825
BLJAPNOD_01891	smc01595
BLJAPNOD_04815	smb21209
BLJAPNOD_03900	smc00897
BLJAPNOD_02996	smc00293
BLJAPNOD_03531	smc02641
BLJAPNOD_03191	smc01279
BLJAPNOD_02094	smc01869
BLJAPNOD_00858	smc03245
BLJAPNOD_00562	smc02585
BLJAPNOD_00311	smc00403
BLJAPNOD_02130	smc01461
BLJAPNOD_01959	smc01666
BLJAPNOD_04342	smb21351
BLJAPNOD_05900	smb21373
BLJAPNOD_06099	smb20426
BLJAPNOD_03469	smc00574
BLJAPNOD_01592	smc01977
BLJAPNOD_02754	smc00526
BLJAPNOD_04600	smb21265
BLJAPNOD_02868	smc00936
BLJAPNOD_05786	smb20267
BLJAPNOD_00131	smc02161
BLJAPNOD_00602	smc02766
BLJAPNOD_00970	smc03104
BLJAPNOD_03915	smc00914
BLJAPNOD_00187	smc01094
BLJAPNOD_00267	smc01161
BLJAPNOD_03809	smc00961
BLJAPNOD_00892	smc02480
BLJAPNOD_06890	sma1315
BLJAPNOD_06724	smb20145
BLJAPNOD_03295	smc01368
BLJAPNOD_01787	smb20846
BLJAPNOD_03759	smc00024
BLJAPNOD_03418	smc00622
BLJAPNOD_01149	smc03950
BLJAPNOD_04001	smc00771
BLJAPNOD_01127	smc02983
BLJAPNOD_00908	smc02491
BLJAPNOD_00087	smc02227
BLJAPNOD_06726	smb20147
BLJAPNOD_00918	smc02503
BLJAPNOD_03762	smc00452
BLJAPNOD_05080	smb20624
BLJAPNOD_02533	smc04256
BLJAPNOD_00905	smc02488
BLJAPNOD_04493	smb20363
BLJAPNOD_00596	smc02759
BLJAPNOD_01617	smc01967
BLJAPNOD_01560	smb20449
BLJAPNOD_02029	smc01619
BLJAPNOD_00382	smc00355
BLJAPNOD_01812	smc02739
BLJAPNOD_01229	smc04002
BLJAPNOD_01792	smb21003
BLJAPNOD_05762	smb21531
BLJAPNOD_01239	smc03992
BLJAPNOD_01143	smc02975
BLJAPNOD_06270	smb20714
BLJAPNOD_02808	smc01220
BLJAPNOD_01679	smc01816
BLJAPNOD_02656	smc00163
BLJAPNOD_00522	smc02835
BLJAPNOD_01060	smc03207
BLJAPNOD_00044	smc02268
BLJAPNOD_01066	smc03202
BLJAPNOD_02476	smc04325
BLJAPNOD_00568	smc02580
BLJAPNOD_02739	smc00512
BLJAPNOD_05920	smb20501
BLJAPNOD_06854	smb20942
BLJAPNOD_03714	smc00034
BLJAPNOD_04093	smc03000
BLJAPNOD_01648	smc01943
BLJAPNOD_03835	smc00984
BLJAPNOD_03107	smc01037
BLJAPNOD_06826	smc02418
BLJAPNOD_06862	smb21690
BLJAPNOD_03840	smc00988
BLJAPNOD_01248	smc03985
BLJAPNOD_02715	smc00486
BLJAPNOD_03493	smc00550
BLJAPNOD_05901	smb21374
BLJAPNOD_01853	smc02705
BLJAPNOD_00435	smc00321
BLJAPNOD_00192	smc01100
BLJAPNOD_02702	smc00472
BLJAPNOD_04215	smc02814
BLJAPNOD_01777	smb20875
BLJAPNOD_01555	smb20072
BLJAPNOD_00964	smc03097
BLJAPNOD_03819	smc00971
BLJAPNOD_00907	smc02490
BLJAPNOD_01831	smc02724
BLJAPNOD_06721	smb20143
BLJAPNOD_00473	smc02880
BLJAPNOD_00108	smc02137
BLJAPNOD_04083	smc03009
BLJAPNOD_00273	smc00433
BLJAPNOD_06595	smb20103
BLJAPNOD_05966	sma0039
BLJAPNOD_00947	smc02523
BLJAPNOD_02232	smb20716
BLJAPNOD_06125	smb20482
BLJAPNOD_03118	smc01026
BLJAPNOD_02156	smc01494
BLJAPNOD_02198	smc01405
BLJAPNOD_03595	smc02370
BLJAPNOD_03991	smc00780
BLJAPNOD_02889	smc04450
BLJAPNOD_03789	smc00013
BLJAPNOD_00614	smc02777
BLJAPNOD_01170	smc04058
BLJAPNOD_04008	smc00766
BLJAPNOD_03940	smc00817
BLJAPNOD_00347	smc00381
BLJAPNOD_01666	smc01826
BLJAPNOD_04529	smb21125
BLJAPNOD_03434	smc00608
BLJAPNOD_06582	smb21535
BLJAPNOD_00221	smc01130
BLJAPNOD_00938	smc02514
BLJAPNOD_05844	smb20037
BLJAPNOD_03485	smc00558
BLJAPNOD_00926	smc02506
BLJAPNOD_01623	smc01964
BLJAPNOD_03521	smc02631
BLJAPNOD_06642	smb21112
BLJAPNOD_01968	smc01664
BLJAPNOD_00653	smc04089
BLJAPNOD_01916	smb20043
BLJAPNOD_06931	smc01027
BLJAPNOD_01098	smc03170
BLJAPNOD_06653	smb21101
BLJAPNOD_03093	smc01051
BLJAPNOD_01348	smc00670
BLJAPNOD_02897	smc00233
BLJAPNOD_04314	smb20153
BLJAPNOD_00561	smc02586
BLJAPNOD_00659	smc04411
BLJAPNOD_04651	smb20682
BLJAPNOD_04297	sma0106
BLJAPNOD_00186	smc01093
BLJAPNOD_05144	sma0426
BLJAPNOD_03841	smc00989
BLJAPNOD_06077	smb20579
BLJAPNOD_00214	smc01123
BLJAPNOD_02787	smc01236
BLJAPNOD_00041	smc02271
BLJAPNOD_06521	sma0383
BLJAPNOD_06925	smb20962
BLJAPNOD_01009	smc03116
BLJAPNOD_00551	smc04123
BLJAPNOD_01282	smc03973
BLJAPNOD_01882	smc02683
BLJAPNOD_01141	smc02977
BLJAPNOD_02026	smc01623
BLJAPNOD_06652	smb21102
BLJAPNOD_00053	smc02259
BLJAPNOD_06000	smb20511
BLJAPNOD_01625	smc01962
BLJAPNOD_04644	smb21287
BLJAPNOD_00610	smc02773
BLJAPNOD_04325	smb20351
BLJAPNOD_01636	smc01952
BLJAPNOD_00946	smc02522
BLJAPNOD_03724	smc00127
BLJAPNOD_03022	smc02063
BLJAPNOD_04778	smb21165
BLJAPNOD_02060	smc02819
BLJAPNOD_00945	smc02521
BLJAPNOD_05791	smb20262
BLJAPNOD_04783	smb21174
BLJAPNOD_00678	smc04397
BLJAPNOD_00363	smc00368
BLJAPNOD_06722	smb20144
BLJAPNOD_03943	smc00815
BLJAPNOD_02194	smc01407
BLJAPNOD_01688	smc01501
BLJAPNOD_01811	smc04457
BLJAPNOD_06755	smb20930
BLJAPNOD_03369	smc01798
BLJAPNOD_05769	smb21525
BLJAPNOD_04056	smc03036
BLJAPNOD_03160	smc01001
BLJAPNOD_01104	smc03164
BLJAPNOD_00718	smc03878
BLJAPNOD_05960	smb20023
BLJAPNOD_03538	smc02652
BLJAPNOD_02091	smc01867
BLJAPNOD_04321	smb20392
BLJAPNOD_01892	smc01593
BLJAPNOD_02821	smc01211
BLJAPNOD_03004	smc00300
BLJAPNOD_00570	smc02579
BLJAPNOD_00648	smc04094
BLJAPNOD_01427	smc00743
BLJAPNOD_02892	smc00229
BLJAPNOD_05869	sma2321
BLJAPNOD_02670	smc00176
BLJAPNOD_06525	sma0376
BLJAPNOD_03169	smc01257
BLJAPNOD_05652	smb20136
BLJAPNOD_02553	smc04240
BLJAPNOD_02660	smc00166
BLJAPNOD_01736	smb20903
BLJAPNOD_00702	smc03893
BLJAPNOD_06206	smb20756
BLJAPNOD_05025	smb21488
BLJAPNOD_01068	smc03200
BLJAPNOD_04531	smb21129
BLJAPNOD_00783	smc03809
BLJAPNOD_03428	smc00614
BLJAPNOD_06096	smb20429
BLJAPNOD_02183	smc01423
BLJAPNOD_01306	smc04461
BLJAPNOD_02735	smc00508
BLJAPNOD_01235	smc03996
BLJAPNOD_01381	smc00697
BLJAPNOD_01654	smc01838
BLJAPNOD_03866	smc00867
BLJAPNOD_00712	smc03882
BLJAPNOD_00066	smc02248
BLJAPNOD_00898	smc02484
BLJAPNOD_03353	smc01809
BLJAPNOD_04959	smb20688
BLJAPNOD_02474	smc04327
BLJAPNOD_03881	smc00882
BLJAPNOD_03430	smc00611
BLJAPNOD_02211	smc04452
BLJAPNOD_03931	smc00830
BLJAPNOD_02886	smc00950
BLJAPNOD_06542	smb21015
BLJAPNOD_00636	smc02798
BLJAPNOD_00872	smc03237
BLJAPNOD_05308	smb21041
BLJAPNOD_00105	smc02134
BLJAPNOD_01747	smb20893
BLJAPNOD_06121	smb20478
BLJAPNOD_04808	smb21203
BLJAPNOD_03718	smc00033
BLJAPNOD_02879	smc00943
BLJAPNOD_00190	smc01097
BLJAPNOD_03431	smc00610
BLJAPNOD_06872	smb20961
BLJAPNOD_06558	smb21316
BLJAPNOD_04795	smb21184
BLJAPNOD_06387	sma0275
BLJAPNOD_03047	smc02089
BLJAPNOD_03149	smc01012
BLJAPNOD_00890	smc02478
BLJAPNOD_01379	smc00695
BLJAPNOD_02543	smc04248
BLJAPNOD_06193	smb20767
BLJAPNOD_01837	smc02717
BLJAPNOD_03486	smc00557
BLJAPNOD_05935	smb20697
BLJAPNOD_03812	smc00964
BLJAPNOD_05847	smb20034
BLJAPNOD_04309	smb20157
BLJAPNOD_03573	smc02393
BLJAPNOD_03903	smc00902
BLJAPNOD_00749	smc03840
BLJAPNOD_02400	sma2291
BLJAPNOD_02732	smc00505
BLJAPNOD_03681	smc00104
BLJAPNOD_01698	smc01511
BLJAPNOD_06648	smb21106
BLJAPNOD_01383	smc00699
BLJAPNOD_05753	sma2025
BLJAPNOD_01403	smc00719
BLJAPNOD_01657	smc01834
BLJAPNOD_04538	smb21216
BLJAPNOD_01861	smc02698
BLJAPNOD_01700	smc01513
BLJAPNOD_05622	sma1131
BLJAPNOD_06081	smb20575
BLJAPNOD_02693	smc00465
BLJAPNOD_02134	smc01457
BLJAPNOD_03319	smc01921
BLJAPNOD_03382	smc01784
BLJAPNOD_00573	smc02576
BLJAPNOD_01103	smc03165
BLJAPNOD_01561	smb20448
BLJAPNOD_04473	smb20745
BLJAPNOD_06070	smc01265
BLJAPNOD_00062	smc02252
BLJAPNOD_01209	smc04019
BLJAPNOD_03941	sma1296
BLJAPNOD_05996	smb20507
BLJAPNOD_02796	smc01229
BLJAPNOD_04193	sma1896
BLJAPNOD_00205	smc01113
BLJAPNOD_04496	smb20366
BLJAPNOD_00506	smc02861
BLJAPNOD_00817	smc03785
BLJAPNOD_06184	smb20786
BLJAPNOD_01791	smb21009
BLJAPNOD_03152	smc01010
BLJAPNOD_01789	smb21011
BLJAPNOD_03274	smc01349
BLJAPNOD_02124	smc01465
BLJAPNOD_06868	smb20957
BLJAPNOD_03318	smc01922
BLJAPNOD_00988	smc03110
BLJAPNOD_03554	sma1672
BLJAPNOD_00534	smc02822
BLJAPNOD_03660	smc00453
BLJAPNOD_00449	smc02903
BLJAPNOD_04234	smb21115
BLJAPNOD_06014	smb20609
BLJAPNOD_03836	smc00985
BLJAPNOD_03906	smc00906
BLJAPNOD_01950	smc01670
BLJAPNOD_03364	smc01802
BLJAPNOD_00959	smc03093
BLJAPNOD_05995	smb20506
BLJAPNOD_01682	smc01495
BLJAPNOD_03463	smc00581
BLJAPNOD_03631	smc00055
BLJAPNOD_01015	smc03122
BLJAPNOD_03012	smc02053
BLJAPNOD_02065	smc01844
BLJAPNOD_00584	smc02564
BLJAPNOD_01118	smc03154
BLJAPNOD_04380	sma1720
BLJAPNOD_03945	smc00813
BLJAPNOD_01761	smb20887
BLJAPNOD_06201	smb20759
BLJAPNOD_00510	smc02865
BLJAPNOD_01863	smc02697
BLJAPNOD_04539	smb21217
BLJAPNOD_03503	smc02551
BLJAPNOD_05764	smb21529
BLJAPNOD_03443	smc00599
BLJAPNOD_05022	smb20211
BLJAPNOD_05639	smb20125
BLJAPNOD_03612	smc00064
BLJAPNOD_00491	smc02852
BLJAPNOD_02742	smc00515
BLJAPNOD_00298	smc00416
BLJAPNOD_02097	smc01872
BLJAPNOD_03698	smc00038
BLJAPNOD_00655	smc04087
BLJAPNOD_03880	smc00881
BLJAPNOD_01854	smc02704
BLJAPNOD_01197	smc04040
BLJAPNOD_03782	smc00018
BLJAPNOD_02127	smc01462
BLJAPNOD_02320	smc04271
BLJAPNOD_00284	smc00424
BLJAPNOD_01058	smc03208
BLJAPNOD_01207	smc04021
BLJAPNOD_01902	smc01584
BLJAPNOD_01771	smb20879
BLJAPNOD_00808	smc03793
BLJAPNOD_03269	smc01345
BLJAPNOD_03515	smc02598
BLJAPNOD_03673	smc00045
BLJAPNOD_06212	smb20751
BLJAPNOD_00479	smc02874
BLJAPNOD_01153	smc03935
BLJAPNOD_00787	smc03805
BLJAPNOD_03679	smc00042
BLJAPNOD_01783	smb20849
BLJAPNOD_00031	smc02306
BLJAPNOD_03897	smc00894
BLJAPNOD_03239	smc01327
BLJAPNOD_01416	smc00734
BLJAPNOD_01223	smc04006
BLJAPNOD_03889	smc00888
BLJAPNOD_00958	smc03092
BLJAPNOD_00245	smc01148
BLJAPNOD_06918	smb20416
BLJAPNOD_03347	smc01813
BLJAPNOD_00927	smc02507
BLJAPNOD_00270	smc01164
BLJAPNOD_00514	smc02845
BLJAPNOD_01930	smc01559
BLJAPNOD_01858	smc02700
BLJAPNOD_00482	smc02871
BLJAPNOD_01676	smc01818
BLJAPNOD_03634	smc00052
BLJAPNOD_06037	smc02026
BLJAPNOD_05335	sma2389
BLJAPNOD_03375	smc01791
BLJAPNOD_04545	smb21222
BLJAPNOD_02902	smc00238
BLJAPNOD_06078	smb20578
BLJAPNOD_00436	smc00320
BLJAPNOD_03928	smc00833
BLJAPNOD_02726	smc00492
BLJAPNOD_02748	smc00521
BLJAPNOD_00042	smc02270
BLJAPNOD_00049	smc02263
BLJAPNOD_00275	smc00431
BLJAPNOD_02106	smc01879
BLJAPNOD_02041	smc01606
BLJAPNOD_05575	sma0064
BLJAPNOD_04492	smb20362
BLJAPNOD_01222	smc04007
BLJAPNOD_03333	smc01911
BLJAPNOD_03036	smc02077
BLJAPNOD_02641	smc00156
BLJAPNOD_04530	smb21126
BLJAPNOD_06570	smb21533
BLJAPNOD_01234	smc03997
BLJAPNOD_01195	smc04042
BLJAPNOD_02586	smc04228
BLJAPNOD_04770	smb21157
BLJAPNOD_03879	smc00880
BLJAPNOD_00173	smc01727
BLJAPNOD_03730	smc00030
BLJAPNOD_03101	smc01042
BLJAPNOD_01671	smc01822
BLJAPNOD_01176	smc04054
BLJAPNOD_02723	smc00488
BLJAPNOD_02692	smc00463
BLJAPNOD_04076	smc03016
BLJAPNOD_04333	smb21591
BLJAPNOD_02613	smc00135
BLJAPNOD_00078	smc02236
BLJAPNOD_01082	smc03184
BLJAPNOD_05787	smb20266
BLJAPNOD_06645	smb21109
BLJAPNOD_06176	smb20939
BLJAPNOD_00364	smc00367
BLJAPNOD_02534	smc04255
BLJAPNOD_03896	smc00893
BLJAPNOD_01929	smc01560
BLJAPNOD_00381	smc00356
BLJAPNOD_01121	smc03151
BLJAPNOD_00138	smc02165
BLJAPNOD_00139	smc02166
BLJAPNOD_00674	smc04401
BLJAPNOD_06391	sma0267
BLJAPNOD_05591	smb20367
BLJAPNOD_06906	sma0955
BLJAPNOD_01109	smc03160
BLJAPNOD_01323	smc00647
BLJAPNOD_03464	smc00580
BLJAPNOD_04722	smb20270
BLJAPNOD_00531	smc02826
BLJAPNOD_02636	smc00151
BLJAPNOD_03170	smc01258
BLJAPNOD_02738	smc00511
BLJAPNOD_03635	smc00051
BLJAPNOD_00798	smc03798
BLJAPNOD_01689	smc01502
BLJAPNOD_04816	smb21210
BLJAPNOD_06093	smb20432
BLJAPNOD_00227	smc01136
BLJAPNOD_02866	smc04449
BLJAPNOD_05577	sma0070
BLJAPNOD_03034	smc02075
BLJAPNOD_02288	smb20049
BLJAPNOD_03194	smc01282
BLJAPNOD_02100	smc01875
BLJAPNOD_04326	smb20350
BLJAPNOD_00580	smc02568
BLJAPNOD_06881	sma0922
BLJAPNOD_01387	smc00703
BLJAPNOD_03674	smc00044
BLJAPNOD_04973	smc04290
BLJAPNOD_01092	smc03175
BLJAPNOD_03923	smc00923
BLJAPNOD_02747	smc00520
BLJAPNOD_03632	smc00054
BLJAPNOD_02509	smc04268
BLJAPNOD_04761	smb21146
BLJAPNOD_00152	smc02180
BLJAPNOD_00928	smc02508
BLJAPNOD_00753	smc03847
BLJAPNOD_02463	smc04333
BLJAPNOD_05650	smb20138
BLJAPNOD_00287	smc00422
BLJAPNOD_00051	smc02261
BLJAPNOD_04507	smb20485
BLJAPNOD_01802	smc01531
BLJAPNOD_04094	smc02325
BLJAPNOD_01767	smb20880
BLJAPNOD_03404	smc01763
BLJAPNOD_02133	smc01458
BLJAPNOD_03685	smb20071
BLJAPNOD_03814	smc00966
BLJAPNOD_06892	sma1319
BLJAPNOD_01319	smc00642
BLJAPNOD_03643	smc00115
BLJAPNOD_06758	smc01324
BLJAPNOD_01011	smc03118
BLJAPNOD_00056	smc02256
BLJAPNOD_04444	smc01610
BLJAPNOD_01088	smc03178
BLJAPNOD_05841	smb21498
BLJAPNOD_06631	smc01203
BLJAPNOD_03110	smc01034
BLJAPNOD_01815	smc02736
BLJAPNOD_03018	smc02059
BLJAPNOD_00309	smc00405
BLJAPNOD_04254	sma1288
BLJAPNOD_03919	smc00918
BLJAPNOD_01794	smb21000
BLJAPNOD_06395	sma0259
BLJAPNOD_01333	smc00656
BLJAPNOD_01709	smc01522
BLJAPNOD_04799	smb21187
BLJAPNOD_04021	smc03064
BLJAPNOD_06569	smb21534
BLJAPNOD_03323	smc01917
BLJAPNOD_04304	smb20708
BLJAPNOD_03999	smc00773
BLJAPNOD_03358	smc01806
BLJAPNOD_01441	smc02439
BLJAPNOD_00633	smc02795
BLJAPNOD_03049	smc02091
BLJAPNOD_02077	smc01855
BLJAPNOD_01161	smc03928
BLJAPNOD_00151	smc02179
BLJAPNOD_06211	smb20752
BLJAPNOD_03166	smc01068
BLJAPNOD_06280	smb20821
BLJAPNOD_03825	smc00975
BLJAPNOD_03975	smc00794
BLJAPNOD_00550	smc04122
BLJAPNOD_04751	smb21304
BLJAPNOD_02419	smc04174
BLJAPNOD_00516	smc02843
BLJAPNOD_02000	smc01641
BLJAPNOD_01013	smc03120
BLJAPNOD_02040	smc01607
BLJAPNOD_01398	smc00714
BLJAPNOD_02305	smc04300
BLJAPNOD_03893	smc00892
BLJAPNOD_02903	smc00240
BLJAPNOD_04491	smb20989
BLJAPNOD_03530	smc02640
BLJAPNOD_06579	smb21538
BLJAPNOD_00047	smc02265
BLJAPNOD_02880	smc00944
BLJAPNOD_01097	smc03171
BLJAPNOD_03108	smc01036
BLJAPNOD_01163	smc03926
BLJAPNOD_01198	smc04030
BLJAPNOD_03104	smc01039
BLJAPNOD_00578	smc02570
BLJAPNOD_02901	smc00237
BLJAPNOD_04762	smb21147
BLJAPNOD_03756	smc00025
BLJAPNOD_05641	smb20127
BLJAPNOD_02628	smc00146
BLJAPNOD_06904	sma0958
BLJAPNOD_06202	smb20758
BLJAPNOD_00547	smc04120
BLJAPNOD_04455	smb20319
BLJAPNOD_01144	smc04462
BLJAPNOD_06725	smb20146
BLJAPNOD_00282	smc00461
BLJAPNOD_03500	smc02549
BLJAPNOD_04006	smc00767
BLJAPNOD_01893	smc01592
BLJAPNOD_02505	smc04277
BLJAPNOD_00207	smc01115
BLJAPNOD_05794	smb20258
BLJAPNOD_02555	smc04238
BLJAPNOD_03912	smc00913
BLJAPNOD_00536	smc02820
BLJAPNOD_06242	smb20721
BLJAPNOD_04512	smb20490
BLJAPNOD_06013	smb20610
BLJAPNOD_00676	smc04399
BLJAPNOD_03891	smc00933
BLJAPNOD_04090	smc03003
BLJAPNOD_00450	smc02902
BLJAPNOD_04101	smc02318
